day,stage,bib,rank,time,bonus,penalty,start_location,start_country_code,start_country_name,start_region,finish_location,finish_country_code,finish_country_name,finish_region,length,type,rider,team,dob,rider_country_code,rider_country_name,rider_region,team_country_code,team_country_name,team_region
2025-07-17,13,14,150,1788,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Victor Campenaerts,TEAM VISMA | LEASE A BIKE,1991-10-28,BEL,Belgium,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-17,13,223,151,1788,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Magnus Cort Nielsen,UNO-X MOBILITY,1993-01-16,DEN,Denmark,Europe,NOR,Norway,Europe
2025-07-17,13,163,152,1791,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Bryan Coquard,COFIDIS,1992-04-25,FRA,France,Europe,FRA,France,Europe
2025-07-17,13,107,153,1792,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Gianni Vermeersch,ALPECIN-DECEUNINCK,1992-11-19,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-17,13,53,154,1797,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Kamil Gradek,BAHRAIN VICTORIOUS,1990-09-17,POL,Poland,Europe,BRN,Bahrain,Asia
2025-07-17,13,52,155,1801,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Phil Bauhaus,BAHRAIN VICTORIOUS,1994-07-08,GER,Germany,Europe,BRN,Bahrain,Asia
2025-07-17,13,188,156,1801,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Matteo Vercher,TOTALENERGIES,2001-01-26,FRA,France,Europe,FRA,France,Europe
2025-07-17,13,27,157,1802,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Bert Van Lerberghe,SOUDAL QUICK-STEP,1992-09-29,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-17,13,165,158,1803,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Alexis Renard,COFIDIS,1999-06-01,FRA,France,Europe,FRA,France,Europe
2025-07-17,13,211,159,1804,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Arnaud De Lie,LOTTO,2002-03-16,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-17,13,216,160,1812,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Eduardo Sepulveda,LOTTO,1991-06-13,ARG,Argentina,South America,BEL,Belgium,Europe
2025-07-17,13,124,161,1815,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Dylan Groenewegen,TEAM JAYCO ALULA,1993-06-21,NED,"Netherlands, Kingdom of the",Europe,AUS,Australia,Oceania
2025-07-17,13,183,162,1816,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Alexandre Delettre,TOTALENERGIES,1997-10-25,FRA,France,Europe,FRA,France,Europe
2025-07-17,13,116,163,1817,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Marius Mayrhofer,TUDOR PRO CYCLING TEAM,2000-09-18,GER,Germany,Europe,SUI,Switzerland,Europe
2025-07-17,13,115,164,1831,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Fabian Lienhard,TUDOR PRO CYCLING TEAM,1993-09-03,SUI,Switzerland,Europe,SUI,Switzerland,Europe
2025-07-17,13,204,165,1835,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Guillaume Boivin,ISRAEL - PREMIER TECH,1989-05-25,CAN,Canada,North America,ISR,Israel,Asia
2025-07-17,13,128,166,1836,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Mauro Schmid,TEAM JAYCO ALULA,1999-12-04,SUI,Switzerland,Europe,AUS,Australia,Oceania
2025-07-17,13,41,167,1854,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Biniam Girmay,INTERMARCHÉ - WANTY,2000-04-02,ERI,Eritrea,Africa,BEL,Belgium,Europe
2025-07-17,13,134,168,1859,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Arnaud Demare,ARKEA-B&B HOTELS,1991-08-26,FRA,France,Europe,FRA,France,Europe
2025-07-17,13,127,169,1870,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Elmar Reinders,TEAM JAYCO ALULA,1992-03-14,NED,"Netherlands, Kingdom of the",Europe,AUS,Australia,Oceania
2025-07-17,13,24,170,1887,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Tim Merlier,SOUDAL QUICK-STEP,1992-10-30,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-17,13,125,171,1888,0,0,Dole,FRA,France,Europe,Belfort,FRA,France,Europe,205,hilly,Luka Mezgec,TEAM JAYCO ALULA,1988-06-27,SLO,Slovenia,Europe,AUS,Australia,Oceania
2025-07-18,14,62,1,17615,10,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Thymen Arensman,INEOS GRENADIERS,1999-12-04,NED,"Netherlands, Kingdom of the",Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-18,14,1,2,17683,6,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Tadej Pogacar,UAE TEAM EMIRATES XRG,1998-09-21,SLO,Slovenia,Europe,UAE,United Arab Emirates,Asia
2025-07-18,14,11,3,17687,4,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Jonas Vingegaard,TEAM VISMA | LEASE A BIKE,1996-12-10,DEN,Denmark,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,151,4,17694,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Félix Gall,DECATHLON AG2R LA MONDIALE TEAM,1998-02-27,AUT,Austria,Europe,FRA,France,Europe
2025-07-18,14,72,5,17700,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Florian Lipowitz,RED BULL - BORA - HANSGROHE,2000-09-21,GER,Germany,Europe,GER,Germany,Europe
2025-07-18,14,191,6,17744,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Oscar Onley,TEAM PICNIC POSTNL,2002-10-13,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,31,7,17781,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Ben Healy,EF EDUCATION - EASYPOST,2000-09-11,IRL,Ireland,Europe,USA,United States of America,North America
2025-07-18,14,71,8,17781,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Primoz Roglic,RED BULL - BORA - HANSGROHE,1989-10-29,SLO,Slovenia,Europe,GER,Germany,Europe
2025-07-18,14,221,9,17794,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Tobias Johannessen,UNO-X MOBILITY,1999-08-23,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-18,14,131,10,17803,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Kévin Vauquelin,ARKEA-B&B HOTELS,2001-04-26,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,66,11,17810,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Carlos Rodriguez,INEOS GRENADIERS,2001-02-02,ESP,Spain,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-18,14,171,12,17840,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Harold Tejada,XDS ASTANA TEAM,1997-04-27,COL,Colombia,South America,KAZ,Kazakhstan,Asia
2025-07-18,14,186,13,17844,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Jordan Jegat,TOTALENERGIES,1999-06-07,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,8,14,17891,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Adam Yates,UAE TEAM EMIRATES XRG,1992-08-07,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,UAE,United Arab Emirates,Asia
2025-07-18,14,148,15,17898,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Einer Rubio Reyes,MOVISTAR TEAM,1998-02-22,COL,Colombia,South America,ESP,Spain,Europe
2025-07-18,14,121,16,17938,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Ben O'Connor,TEAM JAYCO ALULA,1995-11-25,AUS,Australia,Oceania,AUS,Australia,Oceania
2025-07-18,14,3,17,17944,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Jhonatan Narvaez,UAE TEAM EMIRATES XRG,1997-03-04,ECU,Ecuador,South America,UAE,United Arab Emirates,Asia
2025-07-18,14,18,18,17995,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Simon Yates,TEAM VISMA | LEASE A BIKE,1992-08-07,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,157,19,18073,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Callum Scotson,DECATHLON AG2R LA MONDIALE TEAM,1996-08-10,AUS,Australia,Oceania,FRA,France,Europe
2025-07-18,14,176,20,18076,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Sergio Higuita,XDS ASTANA TEAM,1997-08-01,COL,Colombia,South America,KAZ,Kazakhstan,Asia
2025-07-18,14,146,21,18076,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Gregor Mühlberger,MOVISTAR TEAM,1994-04-04,AUT,Austria,Europe,ESP,Spain,Europe
2025-07-18,14,16,22,18109,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Sepp Kuss,TEAM VISMA | LEASE A BIKE,1994-09-13,USA,United States of America,North America,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,91,23,18139,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Guillaume Martin Guyonnet,GROUPAMA-FDJ,1993-06-09,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,192,24,18204,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Warren Barguil,TEAM PICNIC POSTNL,1991-10-28,FRA,France,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,25,25,18234,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Valentin Paret Peintre,SOUDAL QUICK-STEP,2001-01-14,FRA,France,Europe,BEL,Belgium,Europe
2025-07-18,14,135,26,18282,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Raul Garcia Pierna,ARKEA-B&B HOTELS,2001-02-23,ESP,Spain,Europe,FRA,France,Europe
2025-07-18,14,156,27,18416,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Aurélien Paret Peintre,DECATHLON AG2R LA MONDIALE TEAM,1996-02-27,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,6,28,18458,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Marc Soler,UAE TEAM EMIRATES XRG,1993-11-22,ESP,Spain,Europe,UAE,United Arab Emirates,Asia
2025-07-18,14,28,29,18490,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Ilan Van Wilder,SOUDAL QUICK-STEP,2000-05-14,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-18,14,137,30,18517,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Cristian Rodriguez,ARKEA-B&B HOTELS,1995-03-03,ESP,Spain,Europe,FRA,France,Europe
2025-07-18,14,95,31,18528,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Valentin Madouas,GROUPAMA-FDJ,1996-07-12,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,42,32,18542,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Louis Barre,INTERMARCHÉ - WANTY,2000-04-06,FRA,France,Europe,BEL,Belgium,Europe
2025-07-18,14,14,33,18695,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Victor Campenaerts,TEAM VISMA | LEASE A BIKE,1991-10-28,BEL,Belgium,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,15,34,18751,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Matteo Jorgenson,TEAM VISMA | LEASE A BIKE,1999-07-01,USA,United States of America,North America,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,55,35,18751,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Lenny Martinez,BAHRAIN VICTORIOUS,2003-07-11,FRA,France,Europe,BRN,Bahrain,Asia
2025-07-18,14,94,36,18836,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Romain Gregoire,GROUPAMA-FDJ,2003-01-21,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,104,37,18836,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Xandro Meurisse,ALPECIN-DECEUNINCK,1992-01-31,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-18,14,78,38,18836,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Aleksandr Vlasov,RED BULL - BORA - HANSGROHE,1996-04-23,,,,GER,Germany,Europe
2025-07-18,14,5,39,18933,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Pavel Sivakov,UAE TEAM EMIRATES XRG,1997-07-11,FRA,France,Europe,UAE,United Arab Emirates,Asia
2025-07-18,14,61,40,18933,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Geraint Thomas,INEOS GRENADIERS,1986-05-25,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-18,14,108,41,18984,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Emiel Verstrynge,ALPECIN-DECEUNINCK,2002-02-04,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-18,14,36,42,19050,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Harrison Sweeny,EF EDUCATION - EASYPOST,1998-07-09,AUS,Australia,Oceania,USA,United States of America,North America
2025-07-18,14,34,43,19050,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Alex Baudin,EF EDUCATION - EASYPOST,2001-05-25,FRA,France,Europe,USA,United States of America,North America
2025-07-18,14,117,44,19120,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Michael Storer,TUDOR PRO CYCLING TEAM,1997-02-28,AUS,Australia,Oceania,SUI,Switzerland,Europe
2025-07-18,14,201,45,19182,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Michael Woods,ISRAEL - PREMIER TECH,1986-10-12,CAN,Canada,North America,ISR,Israel,Asia
2025-07-18,14,4,46,19217,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Nils Politt,UAE TEAM EMIRATES XRG,1994-03-06,GER,Germany,Europe,UAE,United Arab Emirates,Asia
2025-07-18,14,203,47,19262,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Joseph Blackmore,ISRAEL - PREMIER TECH,2003-02-23,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,ISR,Israel,Asia
2025-07-18,14,63,48,19263,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Tobias Foss,INEOS GRENADIERS,1997-05-25,NOR,Norway,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-18,14,144,49,19272,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Nelson Oliveira,MOVISTAR TEAM,1989-03-06,POR,Portugal,Europe,ESP,Spain,Europe
2025-07-18,14,111,50,19272,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Julian Alaphilippe,TUDOR PRO CYCLING TEAM,1992-06-11,FRA,France,Europe,SUI,Switzerland,Europe
2025-07-18,14,133,51,19272,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Ewen Costiou,ARKEA-B&B HOTELS,2002-11-10,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,141,52,19272,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Enric Mas,MOVISTAR TEAM,1995-01-07,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-18,14,227,53,19284,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Andreas Leknessund,UNO-X MOBILITY,1999-05-21,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-18,14,198,54,19305,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Frank Van Den Broek,TEAM PICNIC POSTNL,2000-12-28,NED,"Netherlands, Kingdom of the",Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,184,55,19509,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Thomas Gachignard,TOTALENERGIES,2000-08-17,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,96,56,19509,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Quentin Pacher,GROUPAMA-FDJ,1992-01-06,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,178,57,19509,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Simone Velasco,XDS ASTANA TEAM,1995-12-02,ITA,Italy,Europe,KAZ,Kazakhstan,Asia
2025-07-18,14,138,58,19509,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Clément Venturini,ARKEA-B&B HOTELS,1993-10-16,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,98,59,19564,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Clément Russo,GROUPAMA-FDJ,1995-01-20,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,174,60,19647,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Clément Champoussin,XDS ASTANA TEAM,1998-05-29,FRA,France,Europe,KAZ,Kazakhstan,Asia
2025-07-18,14,206,61,19647,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Alexey Lutsenko,ISRAEL - PREMIER TECH,1992-09-07,KAZ,Kazakhstan,Asia,ISR,Israel,Asia
2025-07-18,14,23,62,19647,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Pascal Eenkhoorn,SOUDAL QUICK-STEP,1997-02-08,NED,"Netherlands, Kingdom of the",Europe,BEL,Belgium,Europe
2025-07-18,14,105,63,19670,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Jonas Rickaert,ALPECIN-DECEUNINCK,1994-02-07,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-18,14,84,64,19670,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Quinn Simmons,LIDL-TREK,2001-05-08,USA,United States of America,North America,USA,United States of America,North America
2025-07-18,14,7,65,19676,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Tim Wellens,UAE TEAM EMIRATES XRG,1991-05-10,BEL,Belgium,Europe,UAE,United Arab Emirates,Asia
2025-07-18,14,188,66,19681,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Matteo Vercher,TOTALENERGIES,2001-01-26,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,153,67,19693,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Clément Berthet,DECATHLON AG2R LA MONDIALE TEAM,1997-08-02,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,155,68,19743,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Oliver Naesen,DECATHLON AG2R LA MONDIALE TEAM,1990-09-16,BEL,Belgium,Europe,FRA,France,Europe
2025-07-18,14,166,69,19743,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Dylan Teuns,COFIDIS,1992-03-01,BEL,Belgium,Europe,FRA,France,Europe
2025-07-18,14,65,70,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Axel Laurance,INEOS GRENADIERS,2001-04-13,FRA,France,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-18,14,222,71,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Jonas Abrahamsen,UNO-X MOBILITY,1995-09-20,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-18,14,97,72,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Paul Penhoet,GROUPAMA-FDJ,2001-12-28,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,136,73,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Mathis Le Berre,ARKEA-B&B HOTELS,2001-04-16,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,107,74,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Gianni Vermeersch,ALPECIN-DECEUNINCK,1992-11-19,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-18,14,225,75,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Markus Hoelgaard,UNO-X MOBILITY,1994-10-04,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-18,14,93,76,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Cyril Barthe,GROUPAMA-FDJ,1996-02-14,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,75,77,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Laurence Pithie,RED BULL - BORA - HANSGROHE,2002-07-17,NZL,New Zealand,Oceania,GER,Germany,Europe
2025-07-18,14,212,78,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Jenno Berckmoes,LOTTO,2001-02-04,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-18,14,116,79,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Marius Mayrhofer,TUDOR PRO CYCLING TEAM,2000-09-18,GER,Germany,Europe,SUI,Switzerland,Europe
2025-07-18,14,106,80,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Mathieu Van Der Poel,ALPECIN-DECEUNINCK,1995-01-19,NED,"Netherlands, Kingdom of the",Europe,BEL,Belgium,Europe
2025-07-18,14,102,81,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Silvan Dillier,ALPECIN-DECEUNINCK,1990-08-03,SUI,Switzerland,Europe,BEL,Belgium,Europe
2025-07-18,14,183,82,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Alexandre Delettre,TOTALENERGIES,1997-10-25,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,158,83,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Bastien Tronchon,DECATHLON AG2R LA MONDIALE TEAM,2002-03-29,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,68,84,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Samuel Watson,INEOS GRENADIERS,2001-09-24,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-18,14,35,85,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Neilson Powless,EF EDUCATION - EASYPOST,1996-09-03,USA,United States of America,North America,USA,United States of America,North America
2025-07-18,14,218,86,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Brent Van Moer,LOTTO,1998-01-12,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-18,14,196,87,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Niklas Märkl,TEAM PICNIC POSTNL,1999-03-03,GER,Germany,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,161,88,19759,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Emanuel Buchmann,COFIDIS,1992-11-18,GER,Germany,Europe,FRA,France,Europe
2025-07-18,14,187,89,19778,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Anthony Turgis,TOTALENERGIES,1994-05-16,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,152,90,19782,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Bruno Armirail,DECATHLON AG2R LA MONDIALE TEAM,1994-04-11,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,207,91,19793,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Krists Neilands,ISRAEL - PREMIER TECH,1994-08-18,LAT,Latvia,Europe,ISR,Israel,Asia
2025-07-18,14,208,92,19811,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Jake Stewart,ISRAEL - PREMIER TECH,1999-10-02,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,ISR,Israel,Asia
2025-07-18,14,168,93,19815,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Damien Touze,COFIDIS,1996-07-07,FRA,France,Europe,FRA,France,Europe
